,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1069,3390,6838050,K00512.01,Kepler-583 b,CONFIRMED,CANDIDATE,,,,,,6.510036,5.1e-05,-5.1e-05,172.915,0.0026,-0.0026,0.71,0.25,-0.25,3.4401,,,597,,,2.5,1.2,-1.2,935.0,,,,,,50.9,,,5482.0,106.0,-106.0,4.4,0.3,-0.3,0.96,0.46,-0.46,282.11133,42.3545,14.825
1070,3391,6937692,K00513.01,Kepler-584 b,CONFIRMED,CANDIDATE,,,,,,35.18112,0.00033,-0.00033,170.0969,0.003,-0.003,0.799,0.1,-0.1,7.6647,,,981,,,4.0,1.5,-1.5,647.0,,,,,,72.7,,,6491.0,143.0,-143.0,4.4,0.3,-0.3,1.14,0.42,-0.42,288.23059,42.41362,14.856
1071,3395,8015907,K00517.01,Kepler-585 b,CONFIRMED,CANDIDATE,,,,,,2.7523623,4.7e-06,-4.7e-06,171.25887,0.0005,-0.0005,0.78,0.11,-0.11,2.1374,,,789,,,3.4,1.8,-1.8,1355.0,,,,,,171.8,,,5669.0,99.0,,4.32,0.3,-0.3,1.09,0.58,-0.58,286.5285,43.873402,14.034
1073,3402,11802615,K00296.01,Kepler-513 b,CONFIRMED,CANDIDATE,,,,,,28.86231,0.00025,-0.00025,178.4844,0.0028,-0.0028,0.72,0.16,-0.16,5.361,,,425,,,2.4,1.3,-1.3,644.0,,,,,,65.5,,,6089.0,68.0,-68.0,4.39,0.3,-0.3,1.07,0.57,-0.57,285.04169,50.075378,12.935
1074,3404,6636320,K02989.01,Kepler-1892 b,CONFIRMED,CANDIDATE,,,,,,6.33127,4.4e-05,-4.4e-05,137.1352,0.0049,-0.0049,0.1,0.79,-0.79,2.9142,,,364,,,1.41,0.76,-0.76,819.0,,,,,,19.3,,,5379.0,83.0,-83.0,4.61,0.3,-0.3,0.76,0.18,-0.18,299.08099,42.018139,15.411
1075,3405,5520547,K02990.01,Kepler-1401 b,CONFIRMED,CANDIDATE,,,,,,11.19948,0.00017,-0.00017,137.541,0.01,-0.01,0.33,0.84,-0.84,3.7405,,,170,,,1.23,0.67,-0.67,826.0,,,,,,10.4,,,6057.0,83.0,-83.0,4.5,0.3,-0.3,0.95,0.27,-0.27,287.46606,40.75845,14.982
1076,3410,11499192,K03120.01,Kepler-1433 b,CONFIRMED,CANDIDATE,,,,,,4.135906,2.6e-05,-2.6e-05,133.5402,0.0042,-0.0042,0.38,0.91,-0.91,2.6013,,,170,,,1.29,0.78,-0.78,1184.0,,,,,,17.2,,,6152.0,114.0,-114.0,4.48,0.3,-0.3,0.99,0.43,-0.43,287.36328,49.45689,14.826
1077,3412,12416661,K03122.01,Kepler-1434 b,CONFIRMED,CANDIDATE,,,,,,8.05334,8.7e-05,-8.7e-05,134.9642,0.0074,-0.0074,0.43,0.81,-0.81,5.199,,,49,,,1.09,0.46,-0.46,1205.0,,,,,,19.9,,,6354.0,75.0,-75.0,4.15,0.3,-0.3,1.55,0.36,-0.36,295.53839,51.202961,12.086
1078,3415,8751796,K03125.01,Kepler-1435 b,CONFIRMED,CANDIDATE,,,,,,4.453434,3.4e-05,-3.4e-05,133.0925,0.0049,-0.0049,0.39,0.83,-0.83,3.9522,,,46,,,0.85,0.56,-0.56,1378.0,,,,,,18.7,,,6640.0,91.0,-91.0,4.33,0.3,-0.3,1.26,0.7,-0.7,291.17328,44.921131,12.938
1083,3422,5351250,K00408.04,Kepler-150 b,CONFIRMED,CANDIDATE,,,,,,3.428129,3.2e-05,-3.2e-05,132.3553,0.0037,-0.0037,0.49,0.14,-0.14,2.3375,,,182,,,1.3,0.53,-0.53,1192.0,,,,,,23.7,,,5855.0,96.0,-96.0,4.48,0.3,-0.3,0.94,0.38,-0.38,288.2341,40.520901,14.985
1084,3423,5444548,K00409.01,Kepler-545 b,CONFIRMED,CANDIDATE,,,,,,13.249212,6.3e-05,-6.3e-05,179.5233,0.0016,-0.0016,0.07,0.3,-0.3,4.4239,,,641,,,2.24,0.54,-0.54,742.0,,,,,,93.6,,,5894.0,102.0,-102.0,4.53,0.3,-0.3,0.9,0.21,-0.21,290.56631,40.692039,14.15
1085,3426,5683743,K00412.01,Kepler-546 b,CONFIRMED,CANDIDATE,,,,,,4.1470198,3.3e-06,-3.3e-06,170.32524,0.00025,-0.00025,0.5,0.1,-0.1,2.9389,,,3184,,,6.6,2.5,-2.5,1238.0,,,,,,407.7,,,5781.0,95.0,-95.0,4.28,0.3,-0.3,1.16,0.43,-0.43,283.2576,40.990501,14.288
1086,3427,5791986,K00413.01,Kepler-151 b,CONFIRMED,CANDIDATE,,,,,,15.228997,6.2e-05,-6.2e-05,176.559,0.0014,-0.0014,0.67,0.69,-0.69,2.589,,,1108,,,2.8,1.9,-1.9,638.0,,,,,,77.0,,,5439.0,92.0,-92.0,4.56,0.3,-0.3,0.81,0.52,-0.52,292.16278,41.023239,14.769
1088,3430,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,,,,,,247.3503,0.003,-0.003,364.1612,0.004,-0.004,0.34,0.56,-0.56,8.9238,,,1357,,,2.22,0.24,-0.24,195.0,,,,,,58.2,,,4565.0,59.0,-59.0,4.65,0.1,-0.1,0.61,0.036,-0.036,287.43918,43.832088,14.287
1089,3431,8022244,K00519.01,Kepler-175 b,CONFIRMED,CANDIDATE,,,,,,11.90362,0.0001,-0.0001,178.3399,0.0029,-0.0029,0.55,0.22,-0.22,4.2566,,,640,,,2.5,1.0,-1.0,802.0,,,,,,49.1,,,6029.0,109.0,-109.0,4.5,0.3,-0.3,0.95,0.38,-0.38,289.55328,43.876179,14.939
1092,3435,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE,,,,,,25.75101,0.0002,-0.0002,136.461,0.0028,-0.0028,0.903,0.1,-0.1,2.855,,,784,,,2.7,3.2,-3.2,511.0,,,,,,43.6,,,5166.0,83.0,-83.0,4.53,0.3,-0.3,0.79,0.93,-0.93,294.66797,43.85326,14.55
1093,3436,8162789,K00521.01,Kepler-1989 b,CONFIRMED,CANDIDATE,,,,,,10.160956,3.6e-05,-3.6e-05,172.0021,0.0012,-0.0012,0.38,0.73,-0.73,3.0487,,,1122,,,3.7,1.1,-1.1,868.0,,,,,,109.5,,,5767.0,200.0,-200.0,4.39,0.3,-0.3,1.09,0.3,-0.3,290.73517,44.09132,14.633
1095,3441,11244137,K02994.01,Kepler-1402 b,CONFIRMED,CANDIDATE,,,,,,2.033876,1.4e-05,-1.4e-05,131.9165,0.0045,-0.0045,0.34,0.9,-0.9,3.3049,,,80,,,0.68,0.33,-0.33,1210.0,,,,,,18.1,,,5409.0,76.0,-76.0,4.6,0.3,-0.3,0.77,0.22,-0.22,291.84781,48.968128,14.621
1096,3442,3848275,K02995.01,Kepler-1403 b,CONFIRMED,CANDIDATE,,,,,,5.194928,4.6e-05,-4.6e-05,131.6228,0.0064,-0.0064,0.8,0.82,-0.82,3.2027,,,304,,,2.1,1.0,-1.0,1171.0,,,,,,17.2,,,6337.0,156.0,-156.0,4.44,0.3,-0.3,1.07,0.37,-0.37,290.86771,38.960121,15.598
1097,3443,12021625,K02996.01,Kepler-1404 b,CONFIRMED,CANDIDATE,,,,,,15.93134,0.0003,-0.0003,141.8136,0.0067,-0.0067,1.25,0.3,-0.3,3.0024,,,742,,,24.0,14.0,-14.0,611.0,,,,,,16.4,,,5426.0,85.0,-85.0,4.6,0.3,-0.3,0.78,0.34,-0.34,296.00943,50.498379,15.688
1098,3446,11905011,K00297.01,Kepler-514 b,CONFIRMED,CANDIDATE,,,,,,5.651838,4.3e-05,-4.3e-05,172.2759,0.0023,-0.0023,0.815,0.1,-0.1,3.0466,,,133,,,1.65,0.71,-0.71,1230.0,,,,,,52.0,,,6282.0,66.0,-66.0,4.28,0.3,-0.3,1.28,0.55,-0.55,286.24719,50.242409,12.182
1099,3447,4175630,K02998.01,Kepler-1405 b,CONFIRMED,CANDIDATE,,,,,,28.22737,0.00025,-0.00025,141.4924,0.006,-0.006,0.3,1.0,-1.0,5.7242,,,1208,,,3.0,1.9,-1.9,576.0,,,,,,25.1,,,5875.0,119.0,-119.0,4.54,0.3,-0.3,0.89,0.37,-0.37,295.68484,39.256142,15.873
1100,3450,9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,,,,,,9.70542,0.00017,-0.00017,140.375,0.012,-0.012,0.81,0.76,-0.76,6.7463,,,134,,,1.46,0.82,-0.82,962.0,,,,,,13.5,,,6227.0,122.0,-122.0,4.37,0.3,-0.3,1.13,0.4,-0.4,297.71158,46.768021,14.93
1102,3454,10252275,K03130.02,Kepler-1907 b,CONFIRMED,CANDIDATE,,,,,,5.652507,3.5e-05,-3.5e-05,136.9767,0.004,-0.004,0.4,0.99,-0.99,2.1602,,,116,,,0.83,0.56,-0.56,837.0,,,,,,14.3,,,5142.0,72.0,-72.0,4.54,0.3,-0.3,0.78,0.43,-0.43,280.70853,47.32806,13.752
1103,3455,11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,,,,,,10.92944,0.00017,-0.00017,141.506,0.011,-0.011,0.88,0.53,-0.53,5.8407,,,218,,,1.52,0.76,-0.76,767.0,,,,,,14.5,,,5789.0,98.0,-98.0,4.55,0.3,-0.3,0.87,0.35,-0.35,291.86493,49.32592,15.591
1106,3465,6508221,K00416.02,Kepler-152 c,CONFIRMED,CANDIDATE,,,,,,88.25474,0.00061,-0.00061,153.7802,0.0025,-0.0025,0.856,0.1,-0.1,4.2983,,,1140,,,2.9,1.7,-1.7,328.0,,,,,,61.8,,,5249.0,72.0,-72.0,4.63,0.3,-0.3,0.73,0.43,-0.43,286.86548,41.989079,14.29
1107,3469,8352537,K00420.01,Kepler-547 b,CONFIRMED,CANDIDATE,,,,,,6.0103736,5e-06,-5e-06,174.08473,0.00027,-0.00027,0.57,0.28,-0.28,2.2123,,,2700,,,3.65,0.25,-0.25,738.0,,,,,,354.5,,,4860.0,65.0,-65.0,4.61,0.3,-0.3,0.687,0.019,-0.019,286.11868,44.34528,14.247
1108,3470,8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE,,,,,,36.85478,0.00049,-0.00049,138.9239,0.005,-0.005,0.474,0.1,-0.1,7.531,,,708,,,2.9,1.2,-1.2,598.0,,,,,,47.0,,,6197.0,105.0,-105.0,4.42,0.3,-0.3,1.07,0.43,-0.43,286.04712,45.053211,15.0
1109,3472,8934495,K00524.01,Kepler-1721 b,CONFIRMED,CANDIDATE,,,,,,4.592392,1.4e-05,-1.4e-05,172.00431,0.00097,-0.00097,0.16,0.5,-0.5,2.3795,,,966,,,2.28,0.87,-0.87,899.0,,,,,,108.8,,,5321.0,80.0,-80.0,4.62,0.3,-0.3,0.75,0.28,-0.28,283.54416,45.225552,14.868
1110,3474,9157634,K00526.01,Kepler-586 b,CONFIRMED,CANDIDATE,,,,,,2.1047142,3.5e-06,-3.5e-06,171.04422,0.00043,-0.00043,0.8,0.12,-0.12,1.8507,,,923,,,2.7,1.1,-1.1,1240.0,,,,,,173.2,,,5526.0,121.0,-121.0,4.58,0.3,-0.3,0.8,0.32,-0.32,293.05722,45.551189,14.427
1113,3478,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,,,,,,20.5528,0.00014,-0.00014,145.028,0.0025,-0.0025,0.9,0.1,-0.1,2.4541,,,736,,,3.4,1.5,-1.5,683.0,,,,,,47.6,,,5674.0,84.0,-84.0,4.34,0.3,-0.3,1.05,0.46,-0.46,287.1011,46.896481,14.598
1114,3480,10266615,K00530.01,Kepler-587 b,CONFIRMED,CANDIDATE,,,,,,10.940266,7.9e-05,-7.9e-05,170.3063,0.0025,-0.0025,0.66,0.55,-0.55,2.3424,,,579,,,2.1,1.0,-1.0,755.0,,,,,,37.4,,,5723.0,87.0,-87.0,4.56,0.3,-0.3,0.85,0.35,-0.35,288.67068,47.399139,14.909
1115,3485,6103377,K03004.01,Kepler-1407 b,CONFIRMED,CANDIDATE,,,,,,20.07113,0.00041,-0.00041,136.929,0.013,-0.013,0.68,0.75,-0.75,6.1047,,,350,,,2.2,1.1,-1.1,701.0,,,,,,11.0,,,5817.0,200.0,-200.0,4.38,0.3,-0.3,1.11,0.3,-0.3,283.94244,41.4716,14.935
1116,3489,12785320,K00298.01,Kepler-515 b,CONFIRMED,CANDIDATE,,,,,,19.96359,0.00013,-0.00013,178.3053,0.003,-0.003,0.07,0.52,-0.52,3.2435,,,244,,,1.43,,,672.0,,,,,,37.1,,,5780.0,,,4.44,,,1.0,,,290.49426,52.055519,12.713
1117,3490,9070666,K03008.01,Kepler-1408 b,CONFIRMED,CANDIDATE,,,,,,2.997905,3.5e-05,-3.5e-05,131.7708,0.0066,-0.0066,0.4,0.88,-0.88,4.3692,,,45,,,0.84,0.39,-0.39,1459.0,,,,,,15.7,,,6052.0,200.0,-200.0,4.29,0.3,-0.3,1.25,0.3,-0.3,282.69995,45.42577,12.003
1118,3491,12405333,K03009.01,Kepler-1409 b,CONFIRMED,CANDIDATE,,,,,,0.7648651,2.5e-06,-2.5e-06,132.1304,0.0017,-0.0017,0.41,0.86,-0.86,1.1909,,,172,,,1.05,0.72,-0.72,1665.0,,,,,,19.1,,,5187.0,88.0,-88.0,4.53,0.3,-0.3,0.79,0.45,-0.45,290.08478,51.208599,15.168
1119,3493,6291837,K00308.01,Kepler-1715 b,CONFIRMED,CANDIDATE,,,,,,35.59743,0.00015,-0.00015,187.5238,0.0014,-0.0014,0.41,0.19,-0.19,6.0211,,,659,,,3.15,0.19,-0.19,643.0,,,,,,121.8,,,6323.0,50.0,-50.0,4.37,0.1,-0.1,1.207,0.065,-0.065,293.92972,41.602871,12.351
1120,3494,6945786,K03136.01,Kepler-1909 b,CONFIRMED,CANDIDATE,,,,,,2.391612,1.5e-05,-1.5e-05,133.0801,0.0042,-0.0042,0.51,0.88,-0.88,1.9619,,,215,,,1.07,0.48,-0.48,1046.0,,,,,,15.3,,,4988.0,71.0,-71.0,4.58,0.3,-0.3,0.723,0.022,-0.022,290.88931,42.45966,15.738
1121,3496,6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,,,,,,8.689102,4.8e-05,-4.8e-05,133.2367,0.0048,-0.0048,0.96,0.94,-0.94,1.4115,,,2474,,,4.6,,,517.0,,,,,,19.0,,,3888.0,,,4.586,,,0.609,,,292.50378,41.830421,17.131
1122,3498,5978170,K03140.01,Kepler-1910 b,CONFIRMED,CANDIDATE,,,,,,5.688814,3.9e-05,-3.9e-05,131.6645,0.0047,-0.0047,0.14,0.8,-0.8,2.4821,,,261,,,0.86,0.43,-0.43,599.0,,,,,,14.6,,,4201.0,72.0,-72.0,4.72,0.3,-0.3,0.544,0.011,-0.011,296.61725,41.281189,15.561
1123,3499,5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,,,,,,2.319426,1.3e-05,-1.3e-05,131.9352,0.0036,-0.0036,0.55,0.9,-0.9,1.6555,,,106,,,0.88,0.62,-0.62,1230.0,,,,,,13.3,,,5529.0,86.0,-86.0,4.53,0.3,-0.3,0.84,0.43,-0.43,289.28979,40.681671,14.869
1124,3502,5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,,,,,,8.07392,7.4e-05,-7.4e-05,540.041,0.005,-0.005,0.18,0.98,-0.98,2.2922,,,995,,,2.1,1.4,-1.4,532.0,,,,,,12.0,,,3679.0,200.0,-200.0,4.48,0.3,-0.3,0.67,0.3,-0.3,285.73981,40.980049,16.109
1125,3503,9115800,K00421.01,Kepler-548 b,CONFIRMED,CANDIDATE,,,,,,4.4541913,1.2e-06,-1.2e-06,172.819591,8.5e-05,-8.5e-05,0.485,0.1,-0.1,2.3071,,,16107,,,11.1,7.3,-7.3,984.0,,,,,,1363.9,,,5321.0,92.0,-92.0,4.47,0.3,-0.3,0.86,0.56,-0.56,299.90591,45.439678,14.995
1128,3512,10189546,K00427.03,Kepler-549 c,CONFIRMED,CANDIDATE,,,,,,116.9562,0.0011,-0.0011,245.9992,0.0039,-0.0039,0.613,0.1,-0.1,9.2536,,,1448,,,3.4,1.5,-1.5,335.0,,,,,,19.1,,,5461.0,83.0,-83.0,4.5,0.3,-0.3,0.85,0.39,-0.39,283.0228,47.261131,14.621
1130,3517,10454313,K00532.01,Kepler-588 b,CONFIRMED,CANDIDATE,,,,,,4.221644,1.8e-05,-1.8e-05,173.6979,0.0013,-0.0013,0.72,0.12,-0.12,3.0296,,,643,,,2.7,1.2,-1.2,1170.0,,,,,,88.0,,,6115.0,96.0,-96.0,4.49,0.3,-0.3,0.98,0.43,-0.43,284.2572,47.68895,14.708
1132,3519,10513530,K00533.02,Kepler-589 c,CONFIRMED,CANDIDATE,,,,,,3.52467,5.3e-05,-5.3e-05,131.6421,0.006,-0.006,0.71,0.32,-0.32,2.0553,,,131,,,1.09,0.64,-0.64,1070.0,,,,,,12.3,,,5337.0,90.0,-90.0,4.46,0.3,-0.3,0.87,0.49,-0.49,280.64136,47.751942,14.68
1134,3521,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,,,,,,2.73589,1.8e-05,-1.8e-05,171.0956,0.0017,-0.0017,0.8,0.25,-0.25,2.0237,,,428,,,1.7,0.25,-0.25,1056.0,,,,,,50.8,,,5289.0,73.0,-73.0,4.63,0.3,-0.3,0.738,0.085,-0.085,298.66373,47.762039,14.613
1135,3522,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,,,,,,5.852981,1.8e-05,-1.8e-05,171.1805,0.00089,-0.00089,0.02,0.19,-0.19,4.5641,,,1124,,,3.3,1.7,-1.7,1052.0,,,,,,173.6,,,6021.0,108.0,-108.0,4.44,0.3,-0.3,1.0,0.52,-0.52,296.38553,48.233452,14.434
1136,3523,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,,,,,,81.1699,0.0011,-0.0011,178.5921,0.0044,-0.0044,0.0,0.42,-0.42,7.4609,,,1121,,,2.9,1.3,-1.3,396.0,,,,,,57.7,,,5803.0,110.0,-110.0,4.55,0.3,-0.3,0.87,0.38,-0.38,286.02402,48.43177,14.499
1137,3524,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,,,,,,2.82021,1.5e-05,-1.5e-05,170.7857,0.0014,-0.0014,0.42,0.35,-0.35,2.4721,,,469,,,2.14,0.58,-0.58,1329.0,,,,,,68.1,,,6107.0,84.0,-84.0,4.49,0.3,-0.3,0.97,0.26,-0.26,285.79068,48.683262,14.665
1138,3525,3642335,K03010.01,Kepler-1410 b,CONFIRMED,CANDIDATE,,,,,,60.8713,0.0021,-0.0021,179.238,0.013,-0.013,0.46,0.46,-0.46,4.5711,,,703,,,1.41,0.12,-0.12,264.0,,,,,,18.7,,,4110.0,61.0,-61.0,4.73,0.3,-0.3,0.532,0.0094,-0.0094,290.51019,38.743542,15.757
1139,3529,7347246,K03014.01,Kepler-1411 b,CONFIRMED,CANDIDATE,,,,,,86.1151,0.0014,-0.0014,134.891,0.013,-0.013,0.85,0.64,-0.64,6.2505,,,935,,,3.1,1.2,-1.2,392.0,,,,,,18.8,,,5924.0,200.0,-200.0,4.58,0.3,-0.3,0.88,0.3,-0.3,286.36157,42.963921,15.831
1140,3530,11403530,K03015.01,Kepler-1412 b,CONFIRMED,CANDIDATE,,,,,,3.614599,2.5e-05,-2.5e-05,133.0922,0.0044,-0.0044,0.03,0.24,-0.24,3.3477,,,46,,,0.66,0.41,-0.41,1240.0,,,,,,17.2,,,6092.0,72.0,-72.0,4.46,0.3,-0.3,1.0,0.38,-0.38,292.18011,49.20248,13.219
1141,3535,1717722,K03145.01,Kepler-1977 b,CONFIRMED,CANDIDATE,,,,,,4.536993,2.7e-05,-2.7e-05,132.1855,0.0043,-0.0043,0.46,0.94,-0.94,1.6672,,,505,,,1.44,0.7,-0.7,764.0,,,,,,14.5,,,4771.0,68.0,-68.0,4.69,0.3,-0.3,0.633,0.018,-0.018,290.61798,37.289089,15.689
1142,3538,10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,,,,,,39.85925,0.00076,-0.00076,154.772,0.013,-0.013,0.03,0.22,-0.22,8.355,,,157,,,1.31,0.79,-0.79,570.0,,,,,,14.3,,,5900.0,88.0,-88.0,4.35,0.3,-0.3,1.08,0.38,-0.38,285.34695,48.312248,14.131
1143,3539,7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,,,,,,39.44131,0.00063,-0.00063,169.146,0.011,-0.011,0.04,0.83,-0.83,7.0978,,,197,,,1.17,0.63,-0.63,499.0,,,,,,17.0,,,5765.0,74.0,-74.0,4.55,0.3,-0.3,0.86,0.31,-0.31,293.71912,43.124592,14.268
1144,3543,7050989,K00312.01,Kepler-136 b,CONFIRMED,CANDIDATE,,,,,,11.57894,6.6e-05,-6.6e-05,175.5857,0.0019,-0.0019,0.71,0.12,-0.12,2.8599,,,217,,,1.91,0.19,-0.19,914.0,,,,,,60.5,,,6158.0,58.0,-58.0,4.35,0.1,-0.1,1.21,0.11,-0.11,296.46732,42.598785,12.459
1145,3546,10616679,K00429.01,Kepler-550 b,CONFIRMED,CANDIDATE,,,,,,8.600121,1.3e-05,-1.3e-05,172.52742,0.00047,-0.00047,0.01,0.76,-0.76,4.0212,,,2816,,,4.2,2.5,-2.5,762.0,,,,,,288.2,,,5256.0,73.0,-73.0,4.5,0.3,-0.3,0.82,0.48,-0.48,297.70023,47.86375,14.486
1146,3547,10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,,,,,,12.376487,2.4e-05,-2.4e-05,179.40382,0.00089,-0.00089,0.2,1.0,-1.0,2.7137,,,1721,,,2.23,0.59,-0.59,476.0,,,,,,102.4,,,4282.0,62.0,-62.0,4.71,0.3,-0.3,0.559,0.011,-0.011,285.48505,48.054321,14.897
1147,3549,6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,,,,,,6.098496,4.4e-05,-4.4e-05,135.9338,0.0032,-0.0032,0.729,0.1,-0.1,2.7716,,,80,,,0.91,0.08,-0.08,927.0,,,,,,29.7,,,5443.0,44.0,-44.0,4.45,0.1,-0.1,0.939,0.077,-0.077,287.698,42.338718,12.498
1149,3551,10843590,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE,,,,,,46.90191,0.00041,-0.00041,154.308,0.0032,-0.0032,0.68,0.46,-0.46,3.8725,,,835,,,2.8,1.7,-1.7,467.0,,,,,,44.7,,,5416.0,85.0,-85.0,4.43,0.3,-0.3,0.91,0.53,-0.53,282.46051,48.257118,14.262
1150,3552,10858832,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE,,,,,,5.2634076,9.4e-06,-9.4e-06,174.35076,0.00058,-0.00058,0.75,0.21,-0.21,2.0595,,,1042,,,3.5,1.5,-1.5,1087.0,,,,,,147.4,,,6045.0,100.0,-100.0,4.46,0.3,-0.3,1.0,0.43,-0.43,290.74768,48.242008,14.279
1152,3554,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,,,,,,328.2402,0.0017,-0.0017,199.2029,0.0012,-0.0012,0.772,0.1,-0.1,12.1363,,,13332,,,10.7,9.0,-9.0,228.0,,,,,,319.0,,,5262.0,116.0,-116.0,4.49,0.3,-0.3,0.83,0.7,-0.7,298.55084,48.332451,14.924
1153,3556,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,,,,,,20.549751,5.7e-05,-5.7e-05,178.947,0.0013,-0.0013,0.47,0.12,-0.12,5.4378,,,1460,,,3.6,1.1,-1.1,663.0,,,,,,102.5,,,5987.0,83.0,-83.0,4.51,0.3,-0.3,0.93,0.29,-0.29,289.78052,49.89653,14.534
1154,3557,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,,,,,,21.21711,0.00019,-0.00019,171.6484,0.003,-0.003,0.841,0.1,-0.1,5.663,,,634,,,3.0,1.0,-1.0,713.0,,,,,,58.9,,,6202.0,104.0,-104.0,4.43,0.3,-0.3,1.05,0.36,-0.36,294.95145,48.651192,14.56
1156,3561,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,,,,,,13.64625,0.00012,-0.00012,180.3473,0.003,-0.003,0.91,0.1,-0.1,3.8792,,,633,,,2.5,1.1,-1.1,666.0,,,,,,44.3,,,5540.0,87.0,-87.0,4.59,0.3,-0.3,0.8,0.34,-0.34,288.92157,49.762032,14.748
1157,3562,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,,,,,,41.88574,0.00048,-0.00048,178.6897,0.0036,-0.0036,0.0243,0.1,-0.1,6.1576,,,663,,,2.6,1.2,-1.2,538.0,,,,,,52.3,,,5730.0,90.0,-90.0,4.37,0.3,-0.3,1.04,0.47,-0.47,295.57135,49.774578,14.35
1159,3565,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,,,,,,3.137852,2.7e-05,-2.7e-05,133.5547,0.0027,-0.0027,0.69,0.4,-0.4,1.9898,,,318,,,1.42,0.39,-0.39,1016.0,,,,,,34.4,,,5325.0,71.0,-71.0,4.62,0.3,-0.3,0.75,0.19,-0.19,296.1514,50.09581,14.707
1160,3568,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE,,,,,,20.68438,0.00019,-0.00019,170.1879,0.0033,-0.0033,0.31,0.19,-0.19,6.4144,,,869,,,3.0,1.7,-1.7,704.0,,,,,,63.1,,,6188.0,110.0,-110.0,4.47,0.3,-0.3,1.01,0.56,-0.56,289.83011,50.586239,14.896
1161,3569,8709688,K03019.01,Kepler-1893 b,CONFIRMED,CANDIDATE,,,,,,4.179393,2.6e-05,-2.6e-05,133.8469,0.0044,-0.0044,0.49,0.81,-0.81,2.594,,,205,,,1.53,0.81,-0.81,1152.0,,,,,,19.0,,,5570.0,110.0,-110.0,4.32,0.3,-0.3,1.06,0.39,-0.39,298.40137,44.838181,14.927
1163,3573,11618601,K03022.02,Kepler-1894 c,CONFIRMED,CANDIDATE,,,,,,5.053618,4.5e-05,-4.5e-05,135.1213,0.0062,-0.0062,0.53,0.75,-0.75,2.2403,,,176,,,1.17,0.72,-0.72,982.0,,,,,,10.8,,,5740.0,117.0,-117.0,4.55,0.3,-0.3,0.86,0.36,-0.36,295.58649,49.666851,15.4
1164,3577,6929841,K03026.01,Kepler-1414 b,CONFIRMED,CANDIDATE,,,,,,3.515763,1.8e-05,-1.8e-05,134.2976,0.0035,-0.0035,0.87,0.92,-0.92,1.4713,,,224,,,3.4,1.6,-1.6,1456.0,,,,,,15.5,,,4977.0,104.0,-104.0,3.83,0.3,-0.3,1.94,0.35,-0.35,284.92859,42.42231,14.897
1165,3578,2692377,K00299.01,Kepler-98 b,CONFIRMED,CANDIDATE,,,,,,1.5416829,3.1e-06,-3.1e-06,170.54195,0.00052,-0.00052,0.587,0.1,-0.1,1.9378,,,297,,,1.98,0.22,-0.22,1597.0,,,,,,122.2,,,5538.0,44.0,-44.0,4.34,0.1,-0.1,1.11,0.12,-0.12,285.66165,37.9645,12.899
